fichier,siren,cloture,nom,ville,total_produits,resultat_exploitation,resultat_net,fonds_propres,tresorerie,total_bilan,subv_pct,cac_certifie,statut,score,niveau,pts_rent,pts_soli,pts_liqu,pts_auto,pts_gouv,error
302792221_31122012.pdf,,2012-08-31,Association familiale de gestion du Lycée Anne-Marie Javouhey,TRECLUN,1027749,-18911,2659,2321857,1066812,2849411,51,true,ambigu,77,B,14.1,25,20,7.4,10,
307509117_31122006.pdf,,2006-12-31,Association CENTRE SOCIAL AAGESC,SALON-DE-PROVENCE,661430,21053,26068,3906,60231,76565,104,true,excedent,32,D,16.6,1.6,3.6,0,10,
307509117_31122007.pdf,,2007-12-31,Association CENTRE SOCIAL AAGESC,SALON-DE-PROVENCE,680461,-21948,-19437,16580,39105,131064,77,true,deficit,33,D,13.4,4.0,2.3,3.5,10,
307509117_31122008.pdf,,2008-12-31,CENTRE SOCIAL AAGESC,SALON-DE-PROVENCE,724533,5135,843,16246,102458,112401,80,true,excedent,39,D,15.4,4.5,5.7,3.0,10,
307509117_31122009.pdf,,2009-12-31,Association CENTRE SOCIAL A.A.G.E.S.C,SALON DE PROVENCE,698816,2745,-15095,29158,2049,84886,81,true,ambigu,39,D,15.2,10.7,0.1,2.9,10,
307509117_31122010.pdf,,2010-12-31,Association CENTRE SOCIAL AAGESC,SALON DE PROVENCE,764415,3417,4491,13649,7255,129527,78,true,excedent,32,D,15.2,3.3,0.4,3.3,10,
307509117_31122012.pdf,,2012-12-31,ASSOC. CENTRE SOCIAL AAGESC,SALON DE PROVENCE,789087,10690,14979,11106,52379,170438,80,true,excedent,33,D,15.7,2.0,2.7,3.0,10,
307509117_31122013.pdf,,2013-12-31,AAGESC,SALON DE PROVENCE,820259,20687,18868,44973,97124,201343,78,true,excedent,41,C,16.3,7.0,4.7,3.3,10,
310438536_31122018.pdf,,2018-12-31,CEFIR (CENTRE D'EDUCATION ET DE FORMATION INTERCULTUREL RENCONTRE),DUNKERQUE,714507,-44273,-57365,2226007,54387,255660,49,true,deficit,58,C,11.9,25,3.0,7.7,10,
310438536_31122019.pdf,,2019-12-31,CEFIR (CENTRE D'EDUCATION ET DE FORMATION INTERCULTUREL RENCONTRE),DUNKERQUE,431163,3291,1800,-18381,56413,214934,29,true,ambigu,41,C,15.4,0,5.2,10.6,10,
310438536_31122020.pdf,,2020-12-31,CEFIR,DUNKERQUE,379211,50075,69536,48074,180525,265031,77,true,excedent,60,B,21.6,5.7,19.0,3.5,10,
310438536_31122021.pdf,,2021-12-31,CEFIR (CENTRE D'EDUCATION ET DE FORMATION INTERCULTUREL RENCONTRE),DUNKERQUE,332001,-79099,-80476,-33418,84841,164596,85,true,deficit,26,D,3.1,0,10.2,2.3,10,
310438536_31122022.pdf,,2022-12-31,CEFIR,DUNKERQUE,554558,1863,41010,6577,37752,178394,81,true,excedent,32,D,15.2,1.2,2.7,2.9,10,
310438536_31122023.pdf,,2023-12-31,CEFIR (CENTRE D'EDUCATION ET DE FORMATION INTERCULTUREL RENCONTRE),DUNKERQUE,515747,-54968,-29455,2226007,36894,160453,72,true,deficit,52,C,9.7,25,2.9,4.2,10,
318043833_31122011.pdf,318043833,2011-12-31,ASSOCIATION A.E.T,VERNOUILLET,1784107,-16761,-3948,278130,73704,650437,30,true,deficit,50,C,14.5,13.4,1.7,10.5,10,
318043833_31122014.pdf,318043833,2014-12-31,ASSOCIATION A.E.T.,VERNOUILLET,1587907,-141058,-216234,-15572,2364,615946,34,false,deficit,21,D,10.6,0,0.1,9.9,0,
319588679_31122012.pdf,,2012-12-31,ASSO° A.R.E.P.,SAINT PIERRE CEDEX,3120338,292659,279579,291952,144864,1268308,7,false,excedent,43,C,19.7,7.2,1.9,14.0,0,
319588679_31122013.pdf,,2013-12-31,AREP,SAINT-PIERRE,4170441,18673,655497,374496,220351,1337347,28,true,excedent,47,C,15.2,8.8,2.1,10.8,10,
319588679_31122014.pdf,,2014-12-31,Association Réunionnaise pour l'Education Populaire,Saint-Pierre,2122772,-354567,260247,202350,186854,916394,30,true,ambigu,38,D,6.6,6.9,3.5,10.5,10,
319588679_31122015.pdf,,2015-12-31,Association Réunionnaise pour l'Education Populaire,Saint-Pierre,2619656,314456,81590,172893,54460,1433150,58,true,excedent,42,C,21.0,3.8,0.8,6.3,10,
319588679_31122016.pdf,,2016-12-31,ASSO° A.R.E.P.,SAINT PIERRE,2296435,-384285,81646,252228,37503,1788975,17,false,ambigu,24,D,6.6,4.4,0.7,12.5,0,
319588679_31122017.pdf,,2017-12-31,ASSO° A.R.E.P.,ST PIERRE,2862824,215301,20523,987463,105037,1722022,31,false,excedent,49,C,18.8,17.9,1.5,10.4,0,
319588679_31122018.pdf,,2018-12-31,ASSO° A.R.E.P.,ST PIERRE,2566378,60462,190806,78791,677,1951802,51,false,excedent,25,D,16.2,1.3,0.0,7.4,0,
319588679_31122019.pdf,,2019-12-31,Association Réunionnaise d'Education Populaire,Saint-Pierre,3148343,514282,49750,34944,926764,2585175,62,true,excedent,51,C,23.2,0.4,11.8,5.7,10,
321337362_31122008.pdf,,2008-12-31,LE CLUB DES PETITS GAVROCHES,PARIS,245673,-14718,-1288,137818,142139,170097,70,true,deficit,72,B,12.0,25,20,4.5,10,
321337362_31122009.pdf,,2009-12-31,LE CLUB DES PETITS GAVROCHES,PARIS,259504,-16247,-15348,122471,131461,164243,74,true,deficit,69,B,11.9,23.3,20,3.9,10,
321337362_31122020.pdf,,2020-12-31,LE CLUB DES PETITS GAVROCHES,CHATEAU-THIERRY,235842,-3480,-3241,47265,71539,102370,75,false,deficit,45,C,14.3,14.4,12.1,3.8,0,
321337362_31122021.pdf,200694,2021-12-31,LE CLUB DES PETITS GAVROCHES,PARIS,247741,-3151,-2872,44393,65621,97609,74,true,deficit,53,C,14.4,14.2,10.6,3.9,10,
329970743_31122018.pdf,,2018-12-31,MAISON DES ECRIVAINS ET DE LA LITTERATURE,PARIS,1011579,-148749,-117991,-29763,101808,228534,97,true,deficit,22,D,7.6,0,4.0,0.5,10,
329970743_31122019.pdf,,2019-12-31,MAISON DES ECRIVAINS ET DE LA LITTERATURE,PARIS,946155,-96049,-63240,-93003,93277,181640,96,false,deficit,14,E,9.9,0,3.9,0.6,0,
329970743_31122020.pdf,329970743,2020-12-31,MAISON ÉCRIVAINS ET LITTÉRATURE,PARIS,993120,-1389,-1194,-94197,44224,71778,90,false,deficit,18,E,14.9,0,1.8,1.5,0,
329970743_31122021.pdf,329970743,2021-12-31,MAISON ÉCRIVAINS ET LITTÉRATURE,PARIS,1036930,-26335,-26333,-120530,23671,65381,97,false,deficit,15,E,13.7,0,0.9,0.5,0,
333075091_31122011.pdf,,2011-12-31,Association ACEP,TOULON,2205949,-6540,8791,177873,3199,552240,21,true,ambigu,47,C,14.9,10.1,0.1,11.9,10,
333075091_31122012.pdf,,2012-12-31,ASSOCIATION ACEP,TOULON,1774052,5581,-69200,126628,58695,331117,10,false,ambigu,42,C,15.2,12.0,1.3,13.5,0,
341026862_31122010.pdf,,2010-12-31,ENTREPRISE RHONE-ALPES INTERNATIONAL,LYON,23285076,-844542,-844542,213407,321157,10509448,66,true,deficit,30,D,13.2,0.6,0.6,5.1,10,
341026862_31122011.pdf,,2011-12-31,ENTREPRISE RHONE-ALPES INTERNATIONAL,LYON,13230396,-153358,-407390,1806017,421010,7952265,58,true,deficit,39,D,14.4,7.1,1.3,6.3,10,
341026862_31122012.pdf,,2012-12-31,ENTREPRISE RHONE-ALPES INTERNATIONAL,LYON,11137177,195757,-406788,1983229,402272,8347141,65,true,ambigu,40,C,15.9,7.4,1.4,5.3,10,
341026862_31122013.pdf,,2013-12-31,ENTREPRISE RHONE-ALPES INTERNATIONAL,LYON,14572894,-466995,145855,2692584,304868,8207976,61,true,ambigu,40,C,13.4,10.3,0.8,5.9,10,
341026862_31122014.pdf,,2014-12-31,ENTREPRISE RHONE-ALPES INTERNATIONAL,LYON,11872749,-3931750,-4631606,-1865000,312634,4360000,57,false,deficit,8,E,0,0,1.1,6.5,0,
343283966_30092008.pdf,,2008-09-30,ASSOCIATION SPORTIVE ACBB,PAU,1550907,-173650,-120665,48463,268780,583898,39,false,deficit,28,D,9.4,2.6,6.9,9.2,0,
343283966_30092009.pdf,,2009-09-30,ASSOCIATION SPORTIVE ACBB,PAU,1303013,15796,-1362,47101,357092,662173,46,false,deficit,37,D,15.6,2.2,11.0,8.1,0,
343283966_30092010.pdf,,2010-09-30,ASSOCIATION SPORTIVE ACBB,PAU,212815,414,376,47476,81755,184117,66,false,excedent,44,C,15.1,8.1,15.4,5.1,0,
343283966_30092012.pdf,,2012-09-30,ASSOCIATION SPORTIVE ACBB,PAU,327122,-48451,1160,42028,56237,170390,93,false,ambigu,23,D,7.6,7.7,6.9,1.1,0,
343283966_30092013.pdf,,2013-09-30,ASSOCIATION SPORTIVE ACBB,PAU,288945,-90554,-1353,40675,67526,141511,103,false,deficit,18,E,0,9.0,9.3,0,0,
343283966_30092014.pdf,,2014-09-30,ASSOCIATION SPORTIVE ACBB,PAU,1079601,10804,415,41090,114547,144971,28,false,excedent,39,D,15.5,8.9,4.2,10.8,0,
343283966_30092015.pdf,,2015-09-30,ASSOCIATION SPORTIVE ACBB,PAU,978827,2760,10222,30691,80815,228170,30,false,excedent,33,D,15.1,4.2,3.3,10.5,0,
343283966_30092016.pdf,,2016-09-30,ASSOCIATION SPORTIVE ACBB,PAU,979623,-45882,18610,49301,105413,258846,29,false,ambigu,34,D,12.7,6.0,4.3,10.6,0,
343283966_30092017.pdf,,2017-09-30,ASSOCIATION SPORTIVE ACBB,PAU,967150,-26930,-17265,32036,51394,226709,34,false,deficit,30,D,13.6,4.4,2.1,9.9,0,
343283966_30092018.pdf,,2018-09-30,ASSOCIATION SPORTIVE ACBB,PAU,1012662,-11458,1081,33117,49102,184859,33,false,ambigu,32,D,14.4,5.6,1.9,10.1,0,
343283966_30092019.pdf,,2019-09-30,Association Sportive Automobile Club Basco-Béarnais,PAU,1171518,30297,29266,62383,201390,337942,43,false,excedent,38,D,16.3,5.8,6.9,8.5,0,
343283966_30092020.pdf,,2020-09-30,ASSOCIATION SPORTIVE ASAC BASCO BEARNAIS,PAU,222165,11137,0,62383,305547,378021,74,false,excedent,47,C,17.5,5.2,20,3.9,0,
343283966_30092021.pdf,,2021-09-30,ASAC BASCO BEARNAIS ASSOCIATION SPORTIVE,PAU,100140,-23166,-22869,39514,206281,218630,14,false,deficit,42,C,3.4,5.6,20,12.9,0,
343283966_30092022.pdf,,2022-09-30,ASAC BASCO BEARNAIS ASSOCIATION SPORTIVE,PAU,2121335,-6916,-6992,32521,143699,504026,18,false,deficit,32,D,14.8,2.0,2.7,12.3,0,
343283966_30092023.pdf,,2023-09-30,ASAC BASCO BEARNAIS ASSOCIATION SPORTIVE,PAU,1694937,-15756,-18196,14325,214168,1168265,13,false,deficit,33,D,14.5,0.4,5.1,13.1,0,
347506552_31122006.pdf,,2006-12-31,ANTENNA,LES HERBIERS,1248092,41253,34331,107256,153822,551747,0,true,excedent,53,C,16.7,6.1,4.9,15.0,10,
347506552_31122007.pdf,,2007-12-31,ANTENNA,LES HERBIERS,1187093,-5,28437,121293,156012,487452,1,true,ambigu,53,C,15.0,7.8,5.3,14.9,10,
347506552_31122008.pdf,,2008-12-31,ANTENNA,LES HERBIERS,1148299,-22928,-4070,108136,50043,441264,0,true,deficit,48,C,14.0,7.7,1.7,15.0,10,
347506552_31122009.pdf,,2009-12-31,ANTENNA,Les Herbiers,1199171,40452,40967,149103,245415,711912,9,true,excedent,55,C,16.7,6.5,8.2,13.7,10,
347506552_31122010.pdf,,2010-12-31,ANTENNA,LES HERBIERS,1158022,-2130,-1746,147357,208947,580063,10,true,deficit,54,C,14.9,7.9,7.2,13.5,10,
347506552_31122011.pdf,,2011-12-31,ANTENNA,LES HERBIERS,1072809,-133671,-131489,15868,182553,481157,10,true,deficit,40,C,8.8,1.0,6.8,13.5,10,
347506552_31122012.pdf,,2012-12-31,ANTENNA,LES HERBIERS,1124616,-54361,-57759,-35389,92121,415015,10,true,deficit,39,D,12.6,0,3.3,13.5,10,
353724321_31122006.pdf,,2006-12-31,ASS A I S M,ST MAIXENT L'ECOLE,808109,-32037,-30150,245334,1048,375296,36,true,deficit,53,C,13.0,20.4,0.1,9.6,10,
353724321_31122007.pdf,,2007-12-31,ASS A I S M,ST MAIXENT L'ECOLE,897727,-6333,-4685,240649,210592,388115,36,false,deficit,53,C,14.6,19.4,9.4,9.6,0,
353724321_31122007_rectif1.pdf,,2007-12-31,Association A.I.S.M.,Saint Maixent l'Ecole,897727,-6333,-4685,240649,210592,388115,36,true,deficit,63,B,14.6,19.4,9.4,9.6,10,
353724321_31122008.pdf,,2008-12-31,Association A.I.S.M.,Saint Maixent l'Ecole,964512,10760,13141,253790,190618,389244,38,true,excedent,63,B,15.6,20.4,7.9,9.3,10,
353724321_31122009.pdf,,2009-12-31,ASS A I S M,SAINT MAIXENT L'ECOLE,956639,-16507,-15683,238108,195759,378069,43,true,deficit,61,B,14.1,19.7,8.2,8.5,10,
353724321_31122010.pdf,,2010-12-31,Association Intermédiaire du Saint Maixentais,Saint Maixent,850410,-4857,921,239028,190030,405434,48,true,ambigu,60,B,14.7,18.4,8.9,7.8,10,
353724321_31122011.pdf,,2011-12-31,Association Intermédiaire du Saint Maixentais,Saint Maixent l'Ecole,934477,-2734,-11647,227381,212819,390736,40,true,deficit,61,B,14.9,18.2,9.1,9.0,10,
353724321_31122012.pdf,,2012-12-31,Association Intermédiaire du Saint Maixentais,Saint Maixent,1027328,9335,9108,236490,260262,398918,39,true,excedent,63,B,15.5,18.5,10.1,9.2,10,
353724321_31122013.pdf,,2013-12-31,Association Intermédiaire du Saint Maixentais,Saint Maixent l'Ecole,979291,-7111,-7629,228869,273765,406235,42,true,deficit,62,B,14.6,17.6,11.2,8.7,10,
353724321_31122014.pdf,,2014-12-31,Association Intermédiaire du Saint-Maixentais,Saint-Maixent-l'École,943893,-21333,-38077,190792,213312,400439,44,true,deficit,56,C,13.9,14.9,9.0,8.4,10,
378416085_31122006.pdf,,2006-12-31,Association Point Formation,Martigues,659959,97262,69899,562770,46664,398846,75,true,excedent,64,B,22.4,25,2.8,3.8,10,
378416085_31122007.pdf,,2007-12-31,Association Point Formation,Martigues,649397,115581,120815,309845,123605,377050,70,true,excedent,71,B,23.9,25,7.6,4.5,10,
378416085_31122008.pdf,,2008-12-31,Association Point Formation,Martigues,667981,29510,47833,182271,124056,419004,63,true,excedent,54,C,17.2,13.6,7.4,5.6,10,
378416085_31122009.pdf,,2009-12-31,Association Point Formation,Martigues,640734,-53734,-46339,135931,194287,475312,70,true,deficit,46,C,10.8,8.9,12.1,4.5,10,
378416085_31122010.pdf,,2010-12-31,Association Point Formation,Martigues,752307,26900,29663,165594,134797,523561,65,true,excedent,49,C,16.8,9.9,7.2,5.3,10,
378416085_31122011.pdf,,2011-12-31,Association Point Formation,Martigues,939651,87007,86583,643126,206312,523861,67,true,excedent,68,B,19.6,25,8.8,5.0,10,
378416085_31122012.pdf,,2012-12-31,Association Point Formation,Martigues,828722,-101609,-94833,336777,172951,641126,41,true,deficit,53,C,8.9,16.4,8.3,8.9,10,
378416085_31122013.pdf,,2013-12-31,Association Point formation,Martigues,,,,,,,,false,ambigu,8,E,0,0,0,7.5,0,
378416085_31122013_rectif1.pdf,,2013-12-31,Association Point Formation,Martigues,732918,-30818,-32246,530518,76334,530518,36,true,deficit,62,B,12.9,25,4.2,9.6,10,
378416085_31122014.pdf,,2014-12-31,Association Point Formation,Martigues,795784,25015,26891,522848,157157,803940,34,true,excedent,65,B,16.6,20.3,7.9,9.9,10,
378416085_31122015.pdf,,2015-12-31,Association Point Formation,Martigues,774582,61142,65178,707377,36967,522848,24,true,excedent,67,B,18.9,25,1.9,11.4,10,
378416085_31122016.pdf,,2016-12-31,Association Point Formation,Martigues,738728,66797,72075,443341,270678,606251,23,true,excedent,79,B,19.5,22.9,14.7,11.6,10,
378416085_31122017.pdf,,2017-12-31,Point Formation - Association,Martigues,691388,-37923,-37401,144433,301102,409569,19,true,deficit,63,B,12.3,11.0,17.4,12.2,10,
378416085_31122018.pdf,,2018-12-31,Point Formation - Association,Martigues,531670,-15374,-15208,205928,7033,410982,32,true,deficit,50,C,13.6,15.7,0.5,10.2,10,
378416085_31122019.pdf,,2019-12-31,Association Point Formation,Martigues,484215,-71903,-64939,140989,45601,393110,30,true,deficit,43,C,7.6,11.2,3.8,10.5,10,
378416085_31122020.pdf,378416085,2020-12-31,Point Formation - Association,Martigues,514816,11752,5931,146920,158705,286471,28,true,excedent,65,B,16.1,16.0,12.3,10.8,10,
382322568_31122007.pdf,382322568,2007-12-31,Association ESPACE VERT INSERT,ST HILAIRE DE BRETHMAS,1006815,-58374,-83318,-17265,9903,350791,23,false,deficit,24,D,12.1,0,0.4,11.6,0,
382322568_31122008.pdf,382322568,2008-12-31,Association ESPACE VERT INSERT,ST HILAIRE DE BRETHMAS,834303,12123,-10064,5159,6470,299511,23,false,ambigu,28,D,15.7,0.5,0.3,11.6,0,
382322568_31122010.pdf,38223225606,2010-12-31,Association ESPACE VERT INSERT,SAINT HILAIRE DE BRETHMAS,582894,-60261,-101337,-132450,59217,216440,24,true,deficit,35,D,9.8,0,4.1,11.4,10,
383389087_30062011.pdf,,2011-06-30,ASSR VOLLEY BALL,SAINT RAPHAEL,529794,21993,17794,144104,339794,376076,77,false,excedent,53,C,17.1,12.0,20,3.5,0,
383389087_30062012.pdf,,2012-06-30,ASSR VOLLEY BALL,SAINT RAPHAEL,410931,-15975,-11648,132457,275766,311264,74,false,deficit,50,C,13.1,13.3,20,3.9,0,
383389087_30062013.pdf,,2013-06-30,ASSR VOLLEY BALL,SAINT RAPHAEL,417847,-27363,9512,141969,230272,247719,64,false,ambigu,55,C,11.7,17.9,20,5.4,0,
383389087_30062014.pdf,,2014-06-30,Association Sportive Saint Raphael Volley Ball,Saint-Raphaël,478548,-20569,-12752,129217,171373,186924,77,true,deficit,62,B,12.9,21.6,14.3,3.5,10,
383389087_30062015.pdf,,2015-06-30,SAINT RAPHAEL VAR VOLLEY BALL,SAINT RAPHAEL,533586,-106084,-113575,15642,42564,81405,75,false,deficit,18,E,5.1,6.0,3.2,3.8,0,
383389087_31122008.pdf,,2008-12-31,AS SAINT-RAPHAEL VOLLEY BALL,SAINT-RAPHAEL,494901,63507,11308,168081,104092,347672,0,false,excedent,60,B,21.4,15.1,8.4,15.0,0,
385208590_31122006.pdf,,2006-12-31,ASS ADITEC CEEI,BETHUNE,965829,-23177,-13437,420412,295249,580132,97,true,deficit,59,C,13.8,22.6,12.2,0.5,10,
385208590_31122007.pdf,,2007-12-31,ASS ADITEC CEEI,BETHUNE,773826,-16348,-8330,412082,428583,567856,96,true,deficit,67,B,13.9,22.7,20,0.6,10,
385208590_31122008.pdf,,2008-12-31,ASS ADITEC CEEI,BETHUNE,719056,-149638,-138867,273215,401834,445841,99,true,deficit,54,C,4.6,19.2,20,0.2,10,
385208590_31122009.pdf,,2009-12-31,ADITEC,BETHUNE,1100794,-34891,-26474,246741,207788,645717,99,true,deficit,43,C,13.4,11.9,7.6,0.2,10,
385208590_31122010.pdf,,2010-12-31,ADITEC,BETHUNE,1072349,-21459,-21459,184285,150749,517536,86,true,deficit,43,C,14.0,11.1,5.6,2.1,10,
385208590_31122011.pdf,,2011-12-31,ADITEC ASSOC,BETHUNE,1092226,-21459,60083,244368,97227,568353,96,true,ambigu,42,C,14.0,13.4,3.6,0.6,10,
385208590_31122012.pdf,,2012-12-31,ADITEC ASSOC,BETHUNE,1046751,129616,68367,312735,218874,584729,91,true,excedent,58,C,21.2,16.7,8.4,1.3,10,
385208590_31122013.pdf,,2013-12-31,ADITEC ASSOC,BETHUNE,937843,106251,71232,383967,398376,669952,96,true,excedent,66,B,20.7,17.9,17.0,0.6,10,
385208590_31122014.pdf,,2014-12-31,Association ADITEC CEEI,BETHUNE,876818,87040,89681,473649,381231,762226,96,true,excedent,67,B,20.0,19.4,17.4,0.6,10,
385208590_31122015.pdf,,2015-12-31,Association ADITEC CEEI,BETHUNE,1009238,82424,81008,554657,389013,870060,96,true,excedent,65,B,19.1,19.9,15.4,0.6,10,
388133076_31122006.pdf,333591956,2006-12-31,OFFICE DE LA JEUNESSE,BRUAY LA BUISSIERE,1347850,89727,131893,363894,284169,486503,69,true,excedent,65,B,18.3,23.4,8.4,4.7,10,
388133076_31122007.pdf,,2007-12-31,OFFICE DE LA JEUNESSE,BRUAY LA BUISSIERE,1377312,-65881,-35264,328630,309176,444335,70,true,deficit,59,C,12.6,23.1,9.0,4.5,10,
388133076_31122008.pdf,388133070,2008-12-31,Association OFFICE DE LA JEUNESSE,BRUAY LA BUISSIERE,1480364,-174358,-130670,197960,179394,380818,61,true,deficit,46,C,9.1,16.2,4.8,5.9,10,
388133076_31122009.pdf,,2009-12-31,OFFICE DE LA JEUNESSE,BRUAY LA BUISSIERE,1576311,81898,112989,310950,378097,455953,83,true,excedent,61,B,17.6,21.3,9.6,2.6,10,
388133076_31122010.pdf,,2010-12-31,Association OFFICE DE LA JEUNESSE,BRUAY-LA-BUISSIERE,1515521,-51130,-12476,298474,420731,466255,85,true,deficit,57,C,13.3,20.0,11.1,2.3,10,
388133076_31122011.pdf,,2011-12-31,Association OFFICE DE LA JEUNESSE,BRUAY-LA-BUISSIERE,1565889,-153056,-133603,164871,258543,337200,85,true,deficit,44,C,10.1,15.3,6.6,2.3,10,
388133076_31122012.pdf,,2012-12-31,Association OFFICE DE LA JEUNESSE,BRUAY-LA-BUISSIERE,1546622,-77273,-77251,87620,160980,247250,86,true,deficit,40,C,12.5,11.1,4.2,2.1,10,
388133076_31122013.pdf,,2013-12-31,Association OFFICE DE LA JEUNESSE,BRUAY-LA-BUISSIERE,1504480,58149,62384,150003,314398,406258,89,true,excedent,49,C,16.9,11.5,8.4,1.7,10,
388133076_31122014.pdf,,2014-12-31,OFFICE DE LA JEUNESSE,BRUAY-LA-BUISSIERE,1568072,81183,92353,242357,371077,455381,87,true,excedent,56,C,17.6,16.6,9.5,2.0,10,
388133076_31122015.pdf,,2015-12-31,OFFICE DE LA JEUNESSE,BRUAY-LA-BUISSIERE,1526901,25540,21688,264045,415901,515000,90,true,excedent,54,C,15.8,16.0,10.9,1.5,10,
388133076_31122016.pdf,,2016-12-31,Association OFFICE DE LA JEUNESSE,MONCHEHAUX,625231,15271,15271,264045,39063,525230,46,false,excedent,43,C,16.2,15.7,2.5,8.1,0,
388133076_31122017.pdf,,2017-12-31,Association Office de la Jeunesse,MONCHEAUX,1698959,1688959,1688959,1527100,1527100,1527100,0,false,excedent,90,A,30,25,20,15.0,0,
388133076_31122018.pdf,,2018-12-31,OFFICE DE LA JEUNESSE,BRUAY-LA-BUISSIERE,1721838,45368,43258,476680,321465,763357,90,true,excedent,55,C,16.3,19.5,7.5,1.5,10,
388133076_31122019.pdf,,2019-12-31,Association OFFICE DE LA JEUNESSE,BRUAY-LA-BUISSIERE,1562383,954,-99183,365497,185207,588200,91,true,ambigu,50,C,15.0,19.4,4.7,1.3,10,
388133076_31122020.pdf,,2020-12-31,Association OFFICE DE LA JEUNESSE,BRUAY-LA-BUISSIERE,1547635,104607,111943,474161,503131,728431,92,false,excedent,53,C,18.4,20.3,13.0,1.2,0,
388133076_31122021.pdf,,2021-12-31,Association OFFICE DE LA JEUNESSE,BRUAY-LA-BUISSIERE,1637871,81237,79995,550877,665915,901622,92,false,excedent,54,C,17.5,19.1,16.3,1.2,0,
388133076_31122022.pdf,,2022-12-31,Association CENTRE SOCIOCULTUREL PARTAGES,BRUAY-LA-BUISSIERE,1420042,1788,-194846,352076,449459,631188,86,true,ambigu,57,C,15.1,17.4,12.7,2.1,10,
393247788_31122014.pdf,,2013-12-31,LA REGIE SPARNACIENNE,,1301937,-25,-25,179969,179969,179969,13,false,deficit,59,C,15.0,25,5.5,13.1,0,
402542534_31122009.pdf,,2009-12-31,ADPI,PARIS,986869,61196,72755,937461,628314,1140729,0,true,excedent,88,A,18.1,25,20,15.0,10,
402542534_31122011.pdf,,2011-12-31,Association A.D.P.I.,Paris,1087774,1396,25698,1039821,829263,1218335,0,true,excedent,85,A,15.1,25,20,15.0,10,
402542534_31122012.pdf,40254253400043,2012-12-31,Association ADPI,PARIS,1339789,13020,17614,1057435,754908,1479229,0,true,excedent,83,A,15.5,22.3,20,15.0,10,
402542534_31122013.pdf,40254253400043,2013-12-31,Association ADPI,PARIS,1591063,139744,127147,1184582,870576,1458965,0,true,excedent,89,A,19.4,25,20,15.0,10,
402542534_31122014.pdf,402542534,2014-12-31,Association A.D.P.I.,PARIS,1468771,21719,24279,1208861,1228543,1616069,0,true,excedent,84,A,15.7,23.4,20,15.0,10,
402542534_31122015.pdf,402542534,2015-12-31,Association ADPI,PARIS,1489331,16141,16869,1225730,1066087,1652101,0,true,excedent,84,A,15.5,23.2,20,15.0,10,
