fichier,siren,cloture,nom,total_produits,resultat_exploitation,resultat_net,fonds_propres,tresorerie,total_bilan,subv_pct,ratio_rentabilite,ratio_solidite,ratio_liquidite,ratio_resultat_net,cac_certifie,effectif_estime,ape_section,departement,age_avant_jugement,label,cac_certification_qualite,concentration_financeurs,evolution_subv_3ans,evolution_resultat_3ans,cacq_certifie_sans_reserve,cacq_certifie_avec_reserve,cacq_refus_certification,cacq_alerte_continuite_exploitation
421376468_31122024.pdf,421376468,2024-12-31,ASSOCIATION PRACTHIS,591741.0,0.0,-6938.0,0.0,123414.0,385967.0,15.0,0.0,0.0,0.208560839962078,-0.0117247241614152,1.0,7.5,94,75,0.8678986995208761,1,certifie_sans_reserve,,-1.0,-0.014337499529879998,1,0,0,0
423855535_31122022.pdf,423855535,2022-12-31,Association MAISONS DE MODE,705823.0,-116163.0,-118546.0,-32022.0,9310.0,214294.0,87.0,-0.1645780882742557,-0.1494302220314148,0.0131902757490192,-0.1679542888231185,0.0,7.5,85,59,2.1820670773442847,1,,0.48,,,0,0,0,0
433580198_31122020.pdf,433580198,2020-12-31,ASSOCIATION OBJECTIF EMPLOI,400589.0,49925.0,50324.0,-20431.0,80197.0,219757.0,95.0,0.1246289838213231,-0.0929708723726661,0.2001977088736835,0.1256250171622286,1.0,14.0,88,59,2.6858316221765914,1,certifie_sans_reserve,0.43,,,1,0,0,0
434537635_31122021.pdf,434537635,2021-12-31,Association EPONA,2397317.0,-35340.0,-25675.0,134060.0,156087.0,658502.0,92.0,-0.0147414797458992,0.2035832844850889,0.0651090364770282,-0.0107098894305592,1.0,34.0,87,90,2.9295003422313486,1,certifie_sans_reserve,,,,1,0,0,0
434537635_31122022.pdf,434537635,2022-12-31,Association EPONA,2244130.0,-181479.0,-196426.0,-107066.0,4920.0,487640.0,94.0,-0.0808683097681506,-0.2195595111147568,0.002192386359079,-0.0875287973513121,1.0,34.0,87,90,1.9301848049281316,1,certifie_sans_reserve,,2.0,-0.0768189079207529,1,0,0,0
434537635_31122023.pdf,434537635,2023-12-31,Association EPONA,3163832.0,114930.0,106546.0,-41355.0,62556.0,549464.0,93.0,0.0363262018969401,-0.0752642575309756,0.0197722255796135,0.0336762508249489,1.0,34.0,87,90,0.9308692676249144,1,certifie_sans_reserve,,0.5,0.022193070127754046,1,0,0,0
439887662_31122021.pdf,439887662,2021-12-31,SAOME,1254213.0,2553.0,11589.0,221986.0,359962.0,489622.0,77.0,0.0020355394179457,0.4533824052023806,0.2870022874902428,0.0092400573108395,1.0,14.0,94,974,2.598220396988364,1,certifie_sans_reserve,,,,1,0,0,0
439887662_31122022.pdf,439887662,2022-12-31,SAOME,1270615.0,-1050.0,-400.0,219475.0,308276.0,439086.0,81.0,-0.0008263714815266,0.4998451328441353,0.2426195188943936,-0.0003148081834387,1.0,14.0,94,974,1.5989048596851472,1,certifie_sans_reserve,0.999,4.0,-0.0095548654942782,1,0,0,0
439887662_31122023.pdf,439887662,2023-12-31,SAOME - Santé Addictions Outre-Mer,1328482.0,-5832.0,-1529.0,408251.0,239511.0,384158.0,82.0,-0.0043899729164565,1.062716382321857,0.1802892323719854,-0.0011509376867733,1.0,14.0,94,974,0.5995893223819302,1,,,2.5,-0.005195497498806399,0,0,0,0
440665842_31122022.pdf,440665842,2022-12-31,ASSA SPN ASSO - Réseau des Profess.du Numérique,821061.0,-116598.0,-103209.0,151420.0,42441.0,379924.0,66.0,-0.1420089372166014,0.3985533948895042,0.0516904346936463,-0.1257019880374296,0.0,14.0,94,86,2.291581108829569,1,,0.4,,,0,0,0,0
449666148_31122021.pdf,449666148,2021-12-31,LES PETITS DEBROUILLARDS - GRAND EST MAXEVILLE,1378951.0,30314.0,-1644.0,192348.0,870437.0,1238981.0,54.0,0.02198337721935,0.1552469327616807,0.6312312765283176,-0.0011922106006667,0.0,74.0,93,54,2.9596167008898013,1,,,,,0,0,0,0
449666148_31122023.pdf,449666148,2023-12-31,Les Petits Débrouillards du Grand Est,1644636.0,-131872.0,-103996.0,82259.0,332983.0,1188464.0,40.0,-0.0801830921857481,0.0692145491996392,0.2024660776001498,-0.0632334449689779,1.0,74.0,93,54,0.9609856262833676,1,certifie_sans_reserve,0.188,-14.0,-0.062041234368311195,1,0,0,0
479605941_31122022.pdf,479605941,2022-12-31,ASSOCIATION JETS D'ENCRE,349846.0,-15207.0,-15207.0,-3120.0,22471.0,76527.0,76.0,-0.0434676972153461,-0.0407699243404288,0.0642311188351446,-0.0434676972153461,1.0,7.5,94,75,2.272416153319644,1,certifie_sans_reserve,0.76,,,1,0,0,0
484675012_31122023.pdf,484675012,2023-12-31,ASSOC ASALEE,91786254.0,-20117806.0,-14204919.0,-16896039.0,2145.0,16041851.0,91.0,-0.2191810333603983,-1.0532474712550317,2.3369512389077344e-05,-0.1547608534062192,0.0,1499.0,94,75,2.236824093086927,1,alerte_continuite_exploitation,,,,0,0,0,1
484675012_31122024.pdf,484675012,2024-12-31,ASSOC ASALEE,76164661.0,-3023833.0,-3022543.0,-2691120.0,4068279.0,12436435.0,98.0,-0.0397012598795654,-0.2163899863586309,0.0534142599282362,-0.0396843228909008,0.0,1499.0,94,75,1.2347707049965777,1,refus_certification,,7.0,0.11507653051531841,0,0,1,0
492989496_31122023.pdf,492989496,2023-12-31,CASE MARMAILLONS,180802.0,-41808.0,-41804.0,18244.0,21805.0,64257.0,80.0,-0.2312363801285384,0.2839223742160387,0.1206015420183405,-0.2312142564794637,1.0,7.5,88,974,0.2546201232032854,1,certifie_sans_reserve,0.45,,,1,0,0,0
502268899_31122022.pdf,502268899,2022-12-31,ENTREPRENDRE AU FEMININ BRETAGNE,563391.0,-22438.0,-19966.0,356784.0,46966.0,469638.0,88.0,-0.039826692297179,0.7597000242740153,0.083363064017707,-0.0354389757734859,1.0,14.0,85,29,2.102669404517454,1,certifie_sans_reserve,,,,1,0,0,0
502268899_31122023.pdf,502268899,2023-12-31,ENTREPRENDRE AU FEMININ BRETAGNE,522030.0,-183864.0,-185183.0,169381.0,281604.0,286608.0,87.0,-0.3522096431239584,0.5909848992351924,0.5394402620539049,-0.3547363178361397,1.0,14.0,85,29,1.103353867214237,1,certifie_sans_reserve,0.37,-1.0,-0.3192973420626538,1,0,0,0
504254376_31122021.pdf,504254376,2021-12-31,ASSOCIATION AIDE AUX VICTIMES DU LOIRET,304498.0,-64890.0,-74529.0,46487.0,114401.0,141536.0,94.0,-0.213104847979297,0.3284464729821388,0.3757036171009333,-0.2447602283102023,1.0,14.0,88,45,2.948665297741273,1,alerte_continuite_exploitation,,,,0,0,0,1
508769874_31122024.pdf,508769874,2024-12-31,ARCA,1098447.0,101595.0,109223.0,578724.0,692610.0,889924.0,41.0,0.09248966950613,0.6503072172455175,0.6305356562492319,0.0994340191197208,1.0,14.0,85,37,1.0212183436002735,1,certifie_sans_reserve,0.51,,,1,0,0,0
510583594_31122021.pdf,510583594,2021-12-31,LE K'FE QUOI,346600.0,9279.0,8790.0,-15954.0,35312.0,135992.0,85.0,0.0267714945181765,-0.1173157244543796,0.1018811309867282,0.0253606462781304,1.0,7.5,90,04,2.105407255304586,1,certifie_sans_reserve,0.22,,,1,0,0,0
