url,title,siren,canonical_name,nature_juridique,score,ambiguous,thematic,departement,query_used,nb_candidates
https://www.ccomptes.fr/fr/publications/association-batiment-cfa-normandie-seine-maritime,Association Bâtiment CFA Normandie (Seine-Maritime),778116087,BATIMENT CFA NORMANDIE,9220,1.000,false,false,76,batiment cfa normandie,23
https://www.ccomptes.fr/fr/publications/association-adrama-angers-maine-et-loire,Association Adrama Angers (Maine-et-Loire),,,,,false,false,42,adrama angers,0
https://www.ccomptes.fr/fr/publications/association-pour-la-sauvegarde-de-lenfant-et-de-ladolescent-ladulte-asea-de-maine-et,Association pour la sauvegarde de l'enfant et de l'adolescent à l'adulte (ASEA) de Maine-et-Loire - Enquête Protection de l'enfant,,,,,false,true,,,0
https://www.ccomptes.fr/fr/publications/association-de-valloires-somme,Association de Valloires (Somme),780613626,ASSOCIATION DE VALLOIRES,9230,0.667,false,false,80,valloires,6
https://www.ccomptes.fr/fr/publications/association-comite-de-gestion-du-theatre-du-beauvaisis-oise,"Association ""Comité de gestion du théâtre du Beauvaisis"" (Oise)",442529996,COMITE GESTION THEATRE DU BEAUVAISIS,9220,1.000,false,false,60,comite gestion theatre beauvaisis,12
https://www.ccomptes.fr/fr/publications/association-des-amis-de-la-medecine-sociale-haute-garonne,Association des amis de la médecine sociale (Haute-Garonne),776938599,ASSOC DES AMIS DE LA MEDECINE SOCIALE (AMS),9220,0.850,false,false,31,amis medecine sociale,11
https://www.ccomptes.fr/fr/publications/association-sauvegarde-de-lenfance-adsea-82-tarn-et-garonne,"Association ""Sauvegarde de l'enfance"" (ADSEA 82) (Tarn-et-Garonne)",,,,,false,false,82,sauvegarde lenfance,0
https://www.ccomptes.fr/fr/publications/association-pictanovo-nord,"Association ""Pictanovo"" (Nord)",333512119,PICTANOVO (PICTANOVO),9220,0.667,false,false,59,pictanovo,1
https://www.ccomptes.fr/fr/publications/association-mission-locale-pour-linsertion-la-formation-et-lemploi-en-picardie,"Association ""Mission locale pour l'insertion, la formation et l'emploi en Picardie maritime"" (Somme)",430125260,MISSION LOCALE DE LA PICARDIE MARITIME,9220,0.917,true,false,80,MISSION,11
https://www.ccomptes.fr/fr/publications/association-choose-paris-region,Association Choose Paris Région,802060814,CHOOSE PARIS REGION,9220,1.000,false,false,75,choose paris region,1
https://www.ccomptes.fr/fr/publications/association-seine-maritime-attractivite-seine-maritime,Association Seine-Maritime Attractivité (Seine-Maritime),824658389,SEINE-MARITIME ATTRACTIVITE (SMA),9220,1.000,true,false,76,seine maritime attractivite,20
https://www.ccomptes.fr/fr/publications/association-saint-benoit-labre-asbl44-loire-atlantique-enquete-protection-de-lenfant,Association Saint-Benoît Labre (ASBL44) (Loire-Atlantique) - Enquête Protection de l'enfant,,,,,false,true,,,0
https://www.ccomptes.fr/fr/publications/association-le-havre-developpement-seine-maritime,Association Le Havre développement (Seine-Maritime),352778872,LE HAVRE SEINE DEVELOPPEMENT (LHD),9220,1.000,false,false,76,havre developpement,20
https://www.ccomptes.fr/fr/publications/association-savoie-mont-blanc-tourisme-annecy-haute-savoie,Association Savoie Mont-Blanc Tourisme à Annecy (Haute-Savoie),938783123,COMITE DEPARTEMENTAL DU TOURISME HAUTE-SAVOIE MONT-BLANC,9220,0.919,true,false,74,savoie mont blanc tourisme annecy,20
https://www.ccomptes.fr/fr/publications/association-pole-image-haute-normandie-rouen-seine-maritime,Association Pôle Image Haute-Normandie - Rouen (Seine-Maritime),434388211,POLE IMAGE HAUTE NORMANDIE,9220,0.977,false,false,76,pole image haute normandie,11
https://www.ccomptes.fr/fr/publications/association-eureka-orne,Association Eureka (Orne),388687055,EUREKA,9220,0.917,false,false,61,eureka,2
https://www.ccomptes.fr/fr/publications/association-du-comite-regional-de-tourisme-de-normandie-evreux-eure,Association du comité régional de tourisme de Normandie - Évreux (Eure),321190902,COMITE REGIONAL DE TOURISME DE NORMANDIE (CRT),9220,0.977,true,false,27,comite regional tourisme normandie,20
https://www.ccomptes.fr/fr/publications/association-ecole-de-management-de-normandie-caen-calvados,Association « École de management de Normandie » - Caen (Calvados),479806630,ECOLE DE MANAGEMENT DE NORMANDIE OU EM NORMANDIE (EMN),9220,0.795,true,false,14,ecole management normandie,14
https://www.ccomptes.fr/fr/publications/association-centre-de-recherche-technologique-en-aerothermique-et-moteurs-certam-seine,Association « Centre de recherche technologique en aérothermique et moteurs » (Certam) (Seine-Maritime),427861232,CENTRE RECHERCHE EXPLO-NEUROLOGIQUE,9220,0.483,true,false,76,CENTRE recherche,19
https://www.ccomptes.fr/fr/publications/association-pour-la-creation-dune-maison-de-la-vie-et-des-traditions-portuaires,Association pour la création d'une maison de la vie et des traditions portuaires (Acmapor) (Nord),492872643,CAPITAL CREATION,9220,0.472,true,false,59,CREATION,10
https://www.ccomptes.fr/fr/publications/association-haguenau-entraide-bas-rhin,Association Haguenau Entr'aide (Bas-Rhin),329704878,HAGUENAU ENTR'AIDE,9260,1.000,false,false,67,haguenau entraide,10
https://www.ccomptes.fr/fr/publications/association-pays-de-fougeres-marches-de-bretagne-fougeres-ille-et-vilaine,"Association ""Pays de Fougères, Marches de Bretagne"" à Fougères (Ille-et-Vilaine)",512435231,PAYS DE FOUGERES BASKET,9220,0.694,true,false,35,pays fougeres,20
https://www.ccomptes.fr/fr/publications/association-le-polyedre-seynod-haute-savoie,"Association ""Le Polyèdre"" à Seynod (Haute-Savoie)",387951338,LE POLYEDRE,9220,0.650,false,false,74,POLYEDRE,6
https://www.ccomptes.fr/fr/publications/association-pour-lutilisation-du-rein-artificiel-la-reunion-aurar-la-reunion,Association pour l'utilisation du rein artificiel à La Réunion (Aurar) (La Réunion),,,,,false,false,974,lutilisation rein artificiel reunion,0
https://www.ccomptes.fr/fr/publications/association-pour-le-developpement-economique-de-la-region-lyonnaise-aderly-rhone,Association pour le développement économique de la région lyonnaise (ADERLY) (Rhône),,,,,false,false,69,developpement economique region lyonnaise,0
https://www.ccomptes.fr/fr/publications/association-ligerienne-daide-aux-handicapes-mentaux-et-inadaptes-alahmi-chemille-maine,Association ligérienne d'aide aux handicapés mentaux et inadaptés (Alahmi) - Chemillé (Maine-et-Loire),,,,,false,false,42,ligerienne daide handicapes mentaux inadaptes,0
https://www.ccomptes.fr/fr/publications/association-regionale-pour-linstitut-de-formation-en-travail-social-arifts-maine-et,Association régionale pour l'institut de formation en travail social (ARIFTS) (Maine-et-Loire),,,,,false,false,42,regionale linstitut formation travail social,0
https://www.ccomptes.fr/fr/publications/association-pour-le-developpement-du-pays-yonnais-adepy-enquete-sur-les-politiques,Association pour le développement du Pays yonnais (Adepy) - Enquête sur les politiques locales d'aides économique aux entreprises et de développement économique sur le territoire du Pays Yon et Vie (Vendée),,,,,false,true,,,0
https://www.ccomptes.fr/fr/publications/association-theatre-royal-de-luxe-loire-atlantique,Association Théâtre Royal de Luxe (Loire-Atlantique),378757686,THEATRE ROYAL DE LUXE,9220,1.000,false,false,44,theatre royal luxe,11
https://www.ccomptes.fr/fr/publications/association-syndicale-des-marais-de-la-faute-sur-mer-enquete-xynthia-var-vendee,Association syndicale des marais de La Faute-sur-Mer - Enquête Xynthia-Var (Vendée),,,,,false,true,,,0
https://www.ccomptes.fr/fr/publications/association-syndicale-de-la-vallee-du-lay-enquete-xynthia-var-vendee,Association syndicale de la Vallée du Lay - Enquête Xynthia-Var (Vendée),,,,,false,true,,,0
https://www.ccomptes.fr/fr/publications/association-pole-des-competences-aeriennes-sud-corse-pcasc-porto-vecchio-corse-du-sud,Association Pôle des compétences aériennes Sud Corse (PCASC) - Porto-Vecchio (Corse-du-Sud),513255034,ASS POLE DES COMPETENCES AERIENNES SUD CORSE (PDCASC),9220,0.917,false,false,2A,pole competences aeriennes sud corse,10
https://www.ccomptes.fr/fr/publications/association-cotes-darmor-developpement-cad-saint-brieuc-cotes-darmor,Association Côtes-d'Armor développement (CAD) - Saint-Brieuc (Côtes-d'Armor),390640258,EQUIPE DES COTES D'ARMOR,9220,0.694,true,false,22,COTES,10
https://www.ccomptes.fr/fr/publications/association-bretagne-commerce-international-bci-rennes-ille-et-vilaine,"Association Bretagne commerce international (BCI), à Rennes (Ille-et-Vilaine)",332304583,BRETAGNE COMMERCE INTERNATIONAL,9220,0.850,false,false,35,bretagne commerce international,16
https://www.ccomptes.fr/fr/publications/association-capoise-hauts-de-france-oise,Association Cap'Oise Hauts-de-France (Oise),,,,,false,false,60,capoise hauts france,0
https://www.ccomptes.fr/fr/publications/association-rouennaise-de-readaptation-de-lenfance-deficiente-arred-bois-guillaume,Association rouennaise de réadaptation de l'enfance déficiente (Arred)  - Bois Guillaume (Seine-Maritime),,,,,false,false,76,rouennaise readaptation lenfance deficiente,0
https://www.ccomptes.fr/fr/publications/association-orchestre-des-pays-de-savoie-le-bourget-du-lac-savoie,Association Orchestre des Pays de Savoie - Le Bourget-du-Lac (Savoie),332521897,ORCHESTRE DES PAYS DE SAVOIE,9220,0.750,false,false,73,orchestre pays savoie,1
https://www.ccomptes.fr/fr/publications/association-du-festival-du-film-de-cabourg-calvados,Association du festival du film de Cabourg (Calvados),483168225,ASS DU FESTIVAL DU FILM DE CABOURG,9220,1.000,false,false,14,festival film cabourg,12
https://www.ccomptes.fr/fr/publications/association-costa-serena-fm,Association Costa Serena FM,404818114,ASSOCIATION COSTA SERENA FM,9220,1.000,true,false,,costa serena fm,18
https://www.ccomptes.fr/fr/publications/association-la-renaissance-de-mondeville-calvados,"Association ""La Renaissance"" de Mondeville (Calvados)",480522333,LA RENAISSANCE,9220,0.500,false,false,14,renaissance mondeville,1
https://www.ccomptes.fr/fr/publications/association-echirolles-vacances-animation-developpement-educatif-evade-echirolles,Association Échirolles vacances animation développement éducatif (EVADE) - Échirolles (Isère),779506393,ECHIROLLES VACANCES ANIMATION DEVELOPPEMENT EDUCATIF (EVADE),9220,1.000,false,false,38,echirolles vacances animation developpement educatif,1
https://www.ccomptes.fr/fr/publications/association-rouen-business-school-mont-saint-aignan-seine-maritime,"Association ""Rouen Business School"" à Mont-Saint-Aignan (Seine-Maritime)",498287648,ROUEN BUSINESS SCHOOL (R.B.S.),9220,0.795,true,false,76,rouen business school mont saint aignan,22
https://www.ccomptes.fr/fr/publications/association-fontevraud-centre-culturel-de-louest-maine-et-loire,Association Fontevraud-Centre  culturel de l'Ouest (Maine-et-Loire),,,,,false,false,42,fontevraud centre culturel louest,0
https://www.ccomptes.fr/fr/publications/association-orchestre-de-picardie-somme,"Association ""Orchestre de Picardie"" (Somme)",780603734,ORCHESTRE DE PICARDIE,9220,0.800,false,false,80,orchestre picardie,2
https://www.ccomptes.fr/fr/publications/association-centre-culturel-transfrontalier-le-manege-maubeuge-nord,"Association Centre culturel transfrontalier ""Le Manège"" à Maubeuge (Nord)",783713126,CENTRE CULTUREL ETUDIANT,9220,0.694,true,false,59,CENTRE culturel,20
https://www.ccomptes.fr/fr/publications/association-la-manche-ouest-normandie-grand-depart-tour-de-france-2016-saint-lo-manche,Association La Manche - Ouest Normandie - Grand départ Tour de France 2016 - Saint-Lô (Manche),780916060,LES FRANCAS DE LA MANCHE,9220,0.417,true,false,50,manche,10
https://www.ccomptes.fr/fr/publications/association-des-arts-martiaux-dasnieres-sur-seine-ama-hauts-de-seine,Association des arts martiaux d'Asnières-sur-Seine (AMA) (Hauts-de-Seine),334536687,ARTS MARTIAUX ASNIERES (AMA),9220,1.000,false,false,92,AMA,26
https://www.ccomptes.fr/fr/publications/association-cercle-paul-bert-rennes-ille-et-vilaine,Association Cercle Paul Bert à Rennes (Ille-et-Vilaine),917520942,CERCLE PAUL BERT RENNES HANDBALL (CPB HANDBALL),9230,0.917,true,false,35,cercle paul bert rennes,22
https://www.ccomptes.fr/fr/publications/association-activite-et-loisirs-revonnas-ain,Association Activité et Loisirs à Revonnas - Ain,841967862,A VAUX ACTIVITE,9220,0.583,true,false,01,ACTIVITE,10
https://www.ccomptes.fr/fr/publications/association-la-traverse-cleon-seine-maritime,"Association - ""La Traverse"" - Cléon (Seine-Maritime)",344948062,TRAVERSE,9220,0.650,true,false,76,traverse,6
https://www.ccomptes.fr/fr/publications/association-eure-expansion-eure,Association Eure Expansion (Eure),881509103,C L'EURE,9220,0.917,false,false,27,EURE,12
https://www.ccomptes.fr/fr/publications/association-du-theatre-de-saint-quentin-en-yvelines-yvelines,Association du Théâtre de Saint-Quentin-en-Yvelines (Yvelines),488803420,COUP DE THEATRE,9220,0.583,true,false,78,THEATRE saint,19
